Departamento,Código Divipola Departamento,Municipio,Código Divipola Municipio,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
VALLE DEL CAUCA,76,DAGUA,76233,Programa Vivienda Gratuita Fase II,Asignados,2023,9,499353948.0
VALLE DEL CAUCA,76,EL CERRITO,76248,MI CASA YA,Asignados,2023,58,1809600000.0
VALLE DEL CAUCA,76,FLORIDA,76275,MI CASA YA,Apto con subsidio vencido,2023,2,58000000.0
VALLE DEL CAUCA,76,FLORIDA,76275,MI CASA YA,Asignados,2023,111,3410400000.0
VALLE DEL CAUCA,76,GINEBRA,76306,MI CASA YA,Asignados,2023,8,278400000.0
VALLE DEL CAUCA,76,GUACARÍ,76318,MI CASA YA,Apto con subsidio vencido,2023,1,23200000.0
VALLE DEL CAUCA,76,GUACARÍ,76318,MI CASA YA,Asignados,2023,36,1148400000.0
VALLE DEL CAUCA,76,GUADALAJARA DE BUGA,76111,MI CASA YA,Apto con subsidio vencido,2023,4,139200000.0
VALLE DEL CAUCA,76,GUADALAJARA DE BUGA,76111,MI CASA YA,Asignados,2023,563,19186400000.0
VALLE DEL CAUCA,76,GUADALAJARA DE BUGA,76111,MI CASA YA,Renuncias al subsidio,2023,3,81200000.0
VALLE DEL CAUCA,76,JAMUNDÍ,76364,MI CASA YA,Apto con subsidio vencido,2023,28,765600000.0
VALLE DEL CAUCA,76,JAMUNDÍ,76364,MI CASA YA,Asignados,2023,1584,46342000000.0
VALLE DEL CAUCA,76,JAMUNDÍ,76364,MI CASA YA,Renuncias al subsidio,2023,10,290000000.0
VALLE DEL CAUCA,76,LA UNIÓN,76400,MI CASA YA,Apto con subsidio vencido,2023,2,46400000.0
VALLE DEL CAUCA,76,LA UNIÓN,76400,MI CASA YA,Asignados,2023,102,2946400000.0
VALLE DEL CAUCA,76,LA UNIÓN,76400,MI CASA YA,Renuncias al subsidio,2023,2,58000000.0
VALLE DEL CAUCA,76,LA VICTORIA,76403,MI CASA YA,Apto con subsidio vencido,2023,1,23200000.0
VALLE DEL CAUCA,76,LA VICTORIA,76403,MI CASA YA,Asignados,2023,22,707600000.0
VALLE DEL CAUCA,76,PALMIRA,76520,MI CASA YA,Apto con subsidio vencido,2023,7,220400000.0
VALLE DEL CAUCA,76,PALMIRA,76520,MI CASA YA,Asignados,2023,729,21993600000.0
VALLE DEL CAUCA,76,PALMIRA,76520,MI CASA YA,Renuncias al subsidio,2023,6,150800000.0
VALLE DEL CAUCA,76,PRADERA,76563,MI CASA YA,Asignados,2023,14,359600000.0
VALLE DEL CAUCA,76,RESTREPO,76606,MI CASA YA,Asignados,2023,2,69600000.0
VALLE DEL CAUCA,76,RIOFRÍO,76616,MI CASA YA,Asignados,2023,3,104400000.0
VALLE DEL CAUCA,76,ROLDANILLO,76622,MI CASA YA,Apto con subsidio vencido,2023,3,104400000.0
VALLE DEL CAUCA,76,ROLDANILLO,76622,MI CASA YA,Asignados,2023,124,3398800000.0
VALLE DEL CAUCA,76,ROLDANILLO,76622,MI CASA YA,Renuncias al subsidio,2023,2,58000000.0
VALLE DEL CAUCA,76,SAN PEDRO,76670,MI CASA YA,Asignados,2023,5,139200000.0
VALLE DEL CAUCA,76,SANTIAGO DE CALI,76001,Bolsa Desplazados,Asignados,2023,1,34800000.0
VALLE DEL CAUCA,76,SANTIAGO DE CALI,76001,MI CASA YA,Apto con subsidio vencido,2023,11,313200000.0
VALLE DEL CAUCA,76,SANTIAGO DE CALI,76001,MI CASA YA,Asignados,2023,1248,36516800000.0
VALLE DEL CAUCA,76,SANTIAGO DE CALI,76001,MI CASA YA,Renuncias al subsidio,2023,5,127600000.0
VALLE DEL CAUCA,76,SANTIAGO DE CALI,76001,Semillero de Propietarios Ahorro,Asignados,2023,2,13920000.0
VALLE DEL CAUCA,76,SEVILLA,76736,MI CASA YA,Asignados,2023,3,104400000.0
VALLE DEL CAUCA,76,TORO,76823,MI CASA YA,Asignados,2023,14,348000000.0
VALLE DEL CAUCA,76,TRUJILLO,76828,Bolsa Desplazados,Asignados,2023,1,34800000.0
VALLE DEL CAUCA,76,TRUJILLO,76828,MI CASA YA,Apto con subsidio vencido,2023,1,34800000.0
VALLE DEL CAUCA,76,TRUJILLO,76828,MI CASA YA,Asignados,2023,25,800400000.0
VALLE DEL CAUCA,76,TULUÁ,76834,Bolsa Desplazados,Asignados,2023,1,17400000.0
VALLE DEL CAUCA,76,TULUÁ,76834,MI CASA YA,Apto con subsidio vencido,2023,2,69600000.0
VALLE DEL CAUCA,76,TULUÁ,76834,MI CASA YA,Asignados,2023,331,8978400000.0
VALLE DEL CAUCA,76,TULUÁ,76834,MI CASA YA,Renuncias al subsidio,2023,1,34800000.0
VALLE DEL CAUCA,76,VERSALLES,76863,MI CASA YA,Apto con subsidio vencido,2023,1,34800000.0
VALLE DEL CAUCA,76,VERSALLES,76863,MI CASA YA,Asignados,2023,13,452400000.0
VALLE DEL CAUCA,76,YUMBO,76892,MI CASA YA,Apto con subsidio vencido,2023,23,638000000.0
VALLE DEL CAUCA,76,YUMBO,76892,MI CASA YA,Asignados,2023,1387,41052400000.0
VALLE DEL CAUCA,76,YUMBO,76892,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2023,1,23200000.0
VALLE DEL CAUCA,76,YUMBO,76892,MI CASA YA,Renuncias al subsidio,2023,2,46400000.0
VALLE DEL CAUCA,76,ZARZAL,76895,MI CASA YA,Asignados,2023,86,2563600000.0
VALLE DEL CAUCA,76,ZARZAL,76895,MI CASA YA,Renuncias al subsidio,2023,1,34800000.0
VALLE DEL CAUCA,76,ANDALUCÍA,76036,MI CASA YA,Asignados,2024,3,104000000.0
VALLE DEL CAUCA,76,BUENAVENTURA,76109,Bolsa Desplazados,Asignados,2024,1,19500000.0
VALLE DEL CAUCA,76,BUENAVENTURA,76109,MI CASA YA,Asignados,2024,2,78000000.0
VALLE DEL CAUCA,76,CAICEDONIA,76122,MI CASA YA,Asignados,2024,5,143000000.0
VALLE DEL CAUCA,76,CALIMA,76126,MI CASA YA,Asignados,2024,1,26000000.0
VALLE DEL CAUCA,76,CANDELARIA,76130,MI CASA YA,Asignados,2024,4798,157638000000.0
VALLE DEL CAUCA,76,CANDELARIA,76130,MI CASA YA,Renuncias al subsidio,2024,4,130000000.0
VALLE DEL CAUCA,76,CANDELARIA,76130,Programa Vivienda Gratuita Fase II,Asignados,2024,1,50902473.0
VALLE DEL CAUCA,76,CARTAGO,76147,Casa Digna Vida Digna,Asignados,2024,7,97440000.0
VALLE DEL CAUCA,76,CARTAGO,76147,MI CASA YA,Asignados,2024,125,3614000000.0
VALLE DEL CAUCA,76,CARTAGO,76147,MI CASA YA,Renuncias al subsidio,2024,1,26000000.0
VALLE DEL CAUCA,76,EL CERRITO,76248,MI CASA YA,Asignados,2024,5,143000000.0
VALLE DEL CAUCA,76,FLORIDA,76275,MI CASA YA,Asignados,2024,77,2639000000.0
VALLE DEL CAUCA,76,GINEBRA,76306,MI CASA YA,Asignados,2024,12,455000000.0
VALLE DEL CAUCA,76,GUACARÍ,76318,MI CASA YA,Asignados,2024,312,11830000000.0
VALLE DEL CAUCA,76,GUADALAJARA DE BUGA,76111,MI CASA YA,Asignados,2024,281,10920000000.0
VALLE DEL CAUCA,76,JAMUNDÍ,76364,MI CASA YA,Asignados,2024,1550,50856000000.0
VALLE DEL CAUCA,76,JAMUNDÍ,76364,MI CASA YA,Renuncias al subsidio,2024,3,78000000.0
VALLE DEL CAUCA,76,LA UNIÓN,76400,MI CASA YA,Asignados,2024,120,4108000000.0
VALLE DEL CAUCA,76,LA UNIÓN,76400,MI CASA YA,Renuncias al subsidio,2024,1,26000000.0
VALLE DEL CAUCA,76,LA VICTORIA,76403,MI CASA YA,Asignados,2024,12,351000000.0
VALLE DEL CAUCA,76,PALMIRA,76520,MI CASA YA,Asignados,2024,620,21398000000.0
VALLE DEL CAUCA,76,PRADERA,76563,MI CASA YA,Asignados,2024,14,442000000.0
VALLE DEL CAUCA,76,RESTREPO,76606,MI CASA YA,Asignados,2024,1,26000000.0
VALLE DEL CAUCA,76,RIOFRÍO,76616,MI CASA YA,Asignados,2024,2,52000000.0
VALLE DEL CAUCA,76,ROLDANILLO,76622,MI CASA YA,Asignados,2024,41,1352000000.0
VALLE DEL CAUCA,76,SAN PEDRO,76670,MI CASA YA,Asignados,2024,5,169000000.0
VALLE DEL CAUCA,76,SANTIAGO DE CALI,76001,MI CASA YA,Asignados,2024,816,25675000000.0
VALLE DEL CAUCA,76,SANTIAGO DE CALI,76001,MI CASA YA,Renuncias al subsidio,2024,1,26000000.0
VALLE DEL CAUCA,76,SANTIAGO DE CALI,76001,Semillero de Propietarios Arriendo,Asignados,2024,23,107640000.0
VALLE DEL CAUCA,76,TORO,76823,MI CASA YA,Asignados,2024,42,1209000000.0
VALLE DEL CAUCA,76,TRUJILLO,76828,MI CASA YA,Asignados,2024,21,780000000.0
VALLE DEL CAUCA,76,TULUÁ,76834,Bolsa Desplazados,Asignados,2024,1,39000000.0
VALLE DEL CAUCA,76,TULUÁ,76834,MI CASA YA,Asignados,2024,386,12376000000.0
VALLE DEL CAUCA,76,TULUÁ,76834,MI CASA YA,Renuncias al subsidio,2024,1,39000000.0
VALLE DEL CAUCA,76,VERSALLES,76863,MI CASA YA,Asignados,2024,4,117000000.0
VALLE DEL CAUCA,76,YUMBO,76892,MI CASA YA,Asignados,2024,615,20449000000.0
VALLE DEL CAUCA,76,YUMBO,76892,MI CASA YA,Renuncias al subsidio,2024,2,65000000.0
VALLE DEL CAUCA,76,ZARZAL,76895,MI CASA YA,Asignados,2024,65,2314000000.0
ARAUCA,81,ARAUCA,81001,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,1,5146153.0
ARAUCA,81,ARAUCA,81001,Bolsa Atentados terroristas,Asignados,2003,34,191774553.0
ARAUCA,81,ARAUCA,81001,Bolsa Ordinaria,Asignados,2003,15,106605000.0
ARAUCA,81,FORTUL,81300,Bolsa Atentados terroristas,Asignados,2003,7,48236948.0
ARAUCA,81,SARAVENA,81736,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,1,4927162.0
ARAUCA,81,SARAVENA,81736,Bolsa Atentados terroristas,Asignados,2003,10,65360000.0
ARAUCA,81,TAME,81794,Bolsa Atentados terroristas,Asignados,2003,2,8247632.0
ARAUCA,81,ARAUCA,81001,Bolsa Atentados terroristas,Asignados,2004,4,21309600.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignados,2004,58,461682000.0
ARAUCA,81,ARAUCA,81001,Bolsa Ordinaria,Asignados,2004,2,15036000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Atentados terroristas,Asignados,2004,1,7518000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignados,2004,7,57700000.0
ARAUCA,81,FORTUL,81300,Bolsa Atentados terroristas,Asignados,2004,4,28652146.0
ARAUCA,81,FORTUL,81300,Bolsa Desplazados,Asignados,2004,3,26850000.0
ARAUCA,81,FORTUL,81300,Bolsa Esfuerzo Territorial,Asignados,2004,58,436044000.0
ARAUCA,81,SARAVENA,81736,Bolsa Atentados terroristas,Asignados,2004,4,28924719.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignados,2004,10,71400000.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Asignados,2004,61,434397926.0
ARAUCA,81,TAME,81794,Bolsa Atentados terroristas,Asignados,2004,5,25279638.08
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignados,2004,45,355003500.0
ARAUCA,81,ARAUCA,81001,Bolsa Atentados terroristas,Asignados,2005,1,8011500.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignados,2005,18,140914000.0
ARAUCA,81,ARAUCA,81001,Bolsa Ordinaria,Apto con subsidio vencido,2005,1,8011500.0
ARAUCA,81,ARAUCA,81001,Bolsa Ordinaria,Asignados,2005,14,112161000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignados,2005,5,37775000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Esfuerzo Territorial,Asignados,2005,26,195468000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Ordinaria,Apto con subsidio vencido,2005,4,32046000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Ordinaria,Asignados,2005,18,144207000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Ordinaria,Renuncias al subsidio,2005,1,8011500.0
ARAUCA,81,CRAVO NORTE,81220,Habilitación de Titulos,Asignados,2005,171,9404829.0
ARAUCA,81,CRAVO NORTE,81220,Habilitación de Titulos,Renuncia con restitucion de subsidio,2005,20,1099980.0
ARAUCA,81,FORTUL,81300,Bolsa Esfuerzo Territorial,Asignados,2005,6,45108000.0
ARAUCA,81,FORTUL,81300,Habilitación de Titulos,Apto con subsidio vencido,2005,3,210000.0
ARAUCA,81,FORTUL,81300,Habilitación de Titulos,Asignados,2005,90,6300000.0
ARAUCA,81,FORTUL,81300,Habilitación de Titulos,Renuncia con restitucion de subsidio,2005,29,2030000.0
ARAUCA,81,FORTUL,81300,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,11,770000.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignados,2005,3,17700000.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,3,21320742.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Asignados,2005,94,701758968.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2005,1,7518000.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2005,5,37590000.0
ARAUCA,81,SARAVENA,81736,Habilitación de Titulos,Apto con subsidio vencido,2005,69,3358280.0
ARAUCA,81,SARAVENA,81736,Habilitación de Titulos,Asignados,2005,544,28414280.0
ARAUCA,81,SARAVENA,81736,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,14,685680.0
ARAUCA,81,SARAVENA,81736,Habilitación de Titulos,Subsidio Revocado,2005,16,788920.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignados,2005,23,167528500.0
ARAUCA,81,ARAUCA,81001,Bolsa Atentados terroristas,Asignados,2006,2,12608121.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Apto con subsidio vencido,2006,1,9117168.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignados,2006,75,839739840.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Atentados terroristas,Asignados,2006,4,32233341.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2006,5,5352971.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Atentados terroristas,Vencido en proceso de restitución de recursos a la DTN,2006,1,578465.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignados,2006,16,156349020.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,3,22554000.0
ARAUCA,81,FORTUL,81300,Bolsa Atentados terroristas,Asignados,2006,1,8214128.0
ARAUCA,81,FORTUL,81300,Bolsa Desplazados,Asignados,2006,2,20400000.0
ARAUCA,81,FORTUL,81300,Bolsa Esfuerzo Territorial,Asignados,2006,46,368528977.8
ARAUCA,81,FORTUL,81300,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,3,24034498.55
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignados,2006,5,50543856.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignados,2006,67,627001908.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,1,14907000.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignados,2007,246,1905214383.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,2,10842500.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignados,2007,35,355973132.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,2,10842500.0
ARAUCA,81,CRAVO NORTE,81220,Bolsa Desplazados,Asignados,2007,4,29138500.0
ARAUCA,81,FORTUL,81300,Bolsa Atentados terroristas,Asignados,2007,1,9107700.0
ARAUCA,81,FORTUL,81300,Bolsa Desplazados,Asignados,2007,36,243956250.0
ARAUCA,81,PUERTO RONDÓN,81591,Bolsa Desplazados,Asignados,2007,18,108425000.0
ARAUCA,81,PUERTO RONDÓN,81591,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,1,5421250.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignados,2007,74,417193942.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2007,1,9107700.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Asignados,2007,55,500923500.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2007,28,255015600.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,5,45538500.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignados,2007,136,1315174181.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2007,2,21685000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,1,5421250.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignados,2008,184,1296474750.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,1,5768750.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Asignados,2008,57,519138900.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2008,2,18215400.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,3,27323100.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignados,2008,42,456242750.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,10,115375000.0
ARAUCA,81,CRAVO NORTE,81220,Bolsa Desplazados,Asignados,2008,2,23075000.0
ARAUCA,81,CRAVO NORTE,81220,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2008,17,154830900.0
ARAUCA,81,FORTUL,81300,Bolsa Concejales,Asignados,2008,2,20306000.0
ARAUCA,81,FORTUL,81300,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2008,1,9922250.0
ARAUCA,81,FORTUL,81300,Bolsa Desplazados,Asignados,2008,37,251953500.0
ARAUCA,81,PUERTO RONDÓN,81591,Bolsa Concejales,Asignados,2008,1,10153000.0
ARAUCA,81,PUERTO RONDÓN,81591,Bolsa Desplazados,Asignados,2008,18,204102500.0
ARAUCA,81,SARAVENA,81736,Bolsa Atentados terroristas,Asignados,2008,59,561651383.0
ARAUCA,81,SARAVENA,81736,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2008,2,20279191.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,3,38509750.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignados,2008,177,1169696250.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2008,1,5768750.0
ARAUCA,81,TAME,81794,Bolsa Concejales,Asignados,2008,1,10153000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Apto con subsidio vencido,2008,1,11537500.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,6,89442000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignados,2008,248,2879231250.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,1,11537500.0
ARAUCA,81,TAME,81794,Bolsa Ordinaria,Asignados,2008,1,9107700.0
ARAUCA,81,ARAUCA,81001,Ahorro Programado Contractual,Apto con subsidio vencido,2009,1,7105670.0
ARAUCA,81,ARAUCA,81001,Bolsa Atentados terroristas,Asignados,2009,1,4247500.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,1,14907000.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignados,2009,38,427334000.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,1,10153000.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Asignados,2009,30,304590000.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2009,2,20306000.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2009,1,10153000.0
ARAUCA,81,ARAUCA,81001,Bolsa Recicladores,Asignados,2009,3,32795400.0
ARAUCA,81,ARAUCA,81001,Bolsa Recicladores,Renuncia con restitucion de subsidio,2009,1,5714350.0
ARAUCA,81,ARAUCA,81001,Bolsa Recicladores,Restitución SFV por Vencimiento Vigencia,2009,1,10931800.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Concejales,Asignados,2009,1,10931800.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignados,2009,35,513049250.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Saludable,Asignados,2009,23,91396399.0
ARAUCA,81,CRAVO NORTE,81220,Bolsa Desplazados,Asignados,2009,5,65839250.0
ARAUCA,81,FORTUL,81300,Bolsa Concejales,Asignados,2009,1,10931800.0
ARAUCA,81,FORTUL,81300,Bolsa Desplazados,Asignados,2009,18,155281250.0
ARAUCA,81,FORTUL,81300,Bolsa Esfuerzo Territorial,Asignados,2009,34,367209100.0
ARAUCA,81,FORTUL,81300,Bolsa Saludable,Asignados,2009,18,71526720.0
ARAUCA,81,PUERTO RONDÓN,81591,Bolsa Desplazados,Asignados,2009,3,44721000.0
ARAUCA,81,SARAVENA,81736,Bolsa Atentados terroristas,Asignados,2009,23,224741509.0
ARAUCA,81,SARAVENA,81736,Bolsa Atentados terroristas,Renuncias al subsidio,2009,1,10132005.0
ARAUCA,81,SARAVENA,81736,Bolsa Concejales,Asignados,2009,3,32298500.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Apto con subsidio vencido,2009,1,14907000.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,1,14907000.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignados,2009,45,392551000.0
ARAUCA,81,SARAVENA,81736,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,1,9107700.0
ARAUCA,81,SARAVENA,81736,Bolsa Recicladores,Asignados,2009,1,5714350.0
ARAUCA,81,SARAVENA,81736,Bolsa Recicladores,Renuncia con restitucion de subsidio,2009,1,5714350.0
ARAUCA,81,SARAVENA,81736,Bolsa Recicladores,Restitución SFV por Vencimiento Vigencia,2009,1,5714350.0
ARAUCA,81,TAME,81794,Ahorro Programado Contractual,Apto con subsidio vencido,2009,1,7105670.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Apto con subsidio vencido,2009,2,29814000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,2,29814000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignados,2009,134,1956543750.0
ARAUCA,81,TAME,81794,Bolsa Ordinaria,Asignados,2009,4,36430800.0
ARAUCA,81,TAME,81794,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2009,1,9107700.0
ARAUCA,81,TAME,81794,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2009,1,9107700.0
ARAUCA,81,ARAUCA,81001,Bolsa Concejales,Apto con subsidio vencido,2010,1,11072500.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignados,2010,35,507275000.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2010,2,10614500.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Asignados,2010,47,278515250.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2010,1,5307250.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Concejales,Asignados,2010,1,11072500.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,2,30900000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignados,2010,22,339900000.0
ARAUCA,81,CRAVO NORTE,81220,Bolsa Desplazados,Asignados,2010,4,61800000.0
ARAUCA,81,FORTUL,81300,Bolsa Desplazados,Asignados,2010,8,105575000.0
ARAUCA,81,PUERTO RONDÓN,81591,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,1,15450000.0
ARAUCA,81,PUERTO RONDÓN,81591,Bolsa Desplazados,Asignados,2010,2,30900000.0
ARAUCA,81,SARAVENA,81736,Bolsa Concejales,Asignados,2010,2,22660000.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Apto con subsidio vencido,2010,1,15450000.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignados,2010,33,451912500.0
ARAUCA,81,TAME,81794,Ahorro Programado Contractual,Apto con subsidio vencido,2010,1,11330000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Apto con subsidio vencido,2010,3,46350000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,5,77250000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignados,2010,135,2041975000.0
ARAUCA,81,TAME,81794,Bolsa Esfuerzo Territorial,Asignados,2010,35,348039850.0
ARAUCA,81,TAME,81794,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2010,1,10931800.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Asignados,2011,11,176748000.0
ARAUCA,81,ARAUCA,81001,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2011,1,16068000.0
ARAUCA,81,ARAUCA,81001,Bolsa Esfuerzo Territorial,Asignados,2011,5,26536250.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Concejales,Asignados,2011,1,11783200.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2011,1,16068000.0
ARAUCA,81,ARAUQUITA,81065,Bolsa Desplazados,Asignados,2011,6,96408000.0
ARAUCA,81,CRAVO NORTE,81220,Bolsa Desplazados,Asignados,2011,2,24102000.0
ARAUCA,81,FORTUL,81300,Bolsa Concejales,Asignados,2011,1,11783200.0
ARAUCA,81,FORTUL,81300,Bolsa Desplazados,Asignados,2011,1,16068000.0
ARAUCA,81,SARAVENA,81736,Bolsa Concejales,Asignados,2011,1,11783200.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2011,1,16068000.0
ARAUCA,81,SARAVENA,81736,Bolsa Desplazados,Asignados,2011,8,112476000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Asignados,2011,29,465972000.0
ARAUCA,81,TAME,81794,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2011,1,16068000.0
