Departamento,Código Divipola Departamento,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
TOLIMA,73,Bolsa Atentados terroristas,Asignados,2010,1,10931800.0
TOLIMA,73,Bolsa Concejales,Apto con subsidio vencido,2010,5,56135000.0
TOLIMA,73,Bolsa Concejales,Asignados,2010,8,89610000.0
TOLIMA,73,Bolsa Desastres Naturales,Asignados,2010,1,11330000.0
TOLIMA,73,Bolsa Desplazados,Apto con subsidio vencido,2010,4,61800000.0
TOLIMA,73,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,29,441612500.0
TOLIMA,73,Bolsa Desplazados,Asignados,2010,310,4729368480.0
TOLIMA,73,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2010,2,23175000.0
TOLIMA,73,Bolsa Desplazados,Renuncia con restitucion de subsidio,2010,1,15450000.0
TOLIMA,73,Bolsa Desplazados,Renuncias al subsidio,2010,1,15450000.0
TOLIMA,73,Bolsa Desplazados,Subsidio Revocado,2010,2,24462500.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2010,5,56135000.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Asignados,2010,144,1606691808.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2010,3,33990000.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2010,31,347882500.0
TOLIMA,73,Bolsa Saludable,Apto con subsidio vencido,2010,20,77354661.0
TOLIMA,73,Bolsa Saludable,Asignados,2010,210,824519955.0
TOLIMA,73,Bolsa Saludable,Renuncia con restitucion de subsidio,2010,3,11925000.0
TOLIMA,73,Bolsa Saludable,Restitucion de subsidios no aplicados,2010,1,3975000.0
TOLIMA,73,Bolsa unica Nacional,Apto con subsidio vencido,2010,2,19383000.0
TOLIMA,73,Bolsa unica Nacional,Asignados,2010,1,10153000.0
TOLIMA,73,Ahorro Programado Contractual,Apto con subsidio vencido,2011,28,271655627.0
TOLIMA,73,Ahorro Programado Contractual,Asignados,2011,41,434972430.0
TOLIMA,73,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2011,3,26565760.0
TOLIMA,73,Bolsa Concejales,Apto con subsidio vencido,2011,6,64004200.0
TOLIMA,73,Bolsa Concejales,Asignados,2011,11,120242200.0
TOLIMA,73,Bolsa Concejales,Renuncia con restitucion de subsidio,2011,1,11783200.0
TOLIMA,73,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2011,10,153307750.0
TOLIMA,73,Bolsa Desplazados,Asignados,2011,66,1053793000.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Asignados,2011,9,101712500.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2011,1,8755000.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2011,2,32136000.0
TOLIMA,73,Ahorro Programado Contractual,Apto con subsidio vencido,2012,23,263976920.0
TOLIMA,73,Ahorro Programado Contractual,Asignados,2012,37,420074848.0
TOLIMA,73,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2012,2,21300000.0
TOLIMA,73,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2012,1,17001000.0
TOLIMA,73,Bolsa Desplazados,Asignados,2012,4,64902000.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2012,47,582850950.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Asignados,2012,56,667171750.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2012,1,39669000.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2012,2,79338000.0
TOLIMA,73,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2013,1,17685000.0
TOLIMA,73,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2013,1,12969000.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2013,175,7072252646.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,1,40567622.0
TOLIMA,73,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2014,1,18480000.0
TOLIMA,73,Bolsa Desplazados,Asignados,2014,7,129360000.0
TOLIMA,73,Fenómeno de la Niña,Apto con subsidio vencido,2014,1,8827733.0
TOLIMA,73,Fenómeno de la Niña,Asignados,2014,294,6185981394.0
TOLIMA,73,Fenómeno de la Niña,Renuncias al subsidio,2014,5,44138665.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2014,665,24303361564.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,2,76137600.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2014,3,119204044.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,3,84392400.0
TOLIMA,73,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2015,2,38661000.0
TOLIMA,73,Bolsa Desplazados,Asignados,2015,10,172363625.0
TOLIMA,73,Fenómeno de la Niña,Asignados,2015,55,1606811688.0
TOLIMA,73,Fenómeno de la Niña,Perdida de ejecutoriedad de asignación de SFV,2015,1,21000000.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2015,1,7732200.0
TOLIMA,73,MI CASA YA,Asignados,2015,162,1881502000.0
TOLIMA,73,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2015,1,7732200.0
TOLIMA,73,MI CASA YA,Renuncia con restitucion de subsidio,2015,4,36083600.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2015,4,41238400.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2015,1028,40764479980.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2015,3,115561600.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2015,1,38068800.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2015,3,114206400.0
TOLIMA,73,VIPA,Asignados,2015,654,12085058389.0
TOLIMA,73,VIPA,Perdida de ejecutoriedad de asignación de SFV,2015,1,19330500.0
TOLIMA,73,VIPA,Renuncias al subsidio,2015,22,398015050.0
TOLIMA,73,Bolsa Desplazados,Asignados,2016,4,82734600.0
TOLIMA,73,Fenómeno de la Niña,Asignados,2016,148,3933457672.0
TOLIMA,73,Fenómeno de la Niña,Perdida de ejecutoriedad de asignación de SFV,2016,3,79199112.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2016,9,113070620.0
TOLIMA,73,MI CASA YA,Asignados,2016,294,3518978320.0
TOLIMA,73,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2016,1,13789100.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2016,5,63429860.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2016,87,3305581709.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2016,1,41238400.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2016,1,38068800.0
TOLIMA,73,VIPA,Apto con subsidio vencido,2016,6,124101900.0
TOLIMA,73,VIPA,Asignados,2016,446,9269869925.0
TOLIMA,73,VIPA,Perdida de ejecutoriedad de asignación de SFV,2016,1,20683650.0
TOLIMA,73,VIPA,Renuncias al subsidio,2016,22,455752855.0
TOLIMA,73,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2017,74,1531037960.0
TOLIMA,73,Bolsa Desplazados,Asignados,2017,334,6914130540.0
TOLIMA,73,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2017,7,144785550.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Asignados,2017,1,12467400.0
TOLIMA,73,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2017,1,16229774.0
TOLIMA,73,Fenómeno de la Niña,Asignados,2017,18,475194672.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2017,16,252299214.0
TOLIMA,73,MI CASA YA,Asignados,2017,872,13690552086.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2017,8,154920570.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2017,93,3795553965.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2017,1,40574435.0
TOLIMA,73,VIPA,Asignados,2017,7,142050530.0
TOLIMA,73,VIPA,Renuncias al subsidio,2017,2,41367300.0
TOLIMA,73,Bolsa Desplazados,Asignados,2018,4,92443290.0
TOLIMA,73,Concurso de Esfuerzo Territorial Nacional,Asignados,2018,33,409157400.0
TOLIMA,73,Fenómeno de la Niña,Apto con subsidio vencido,2018,1,8827733.0
TOLIMA,73,Fenómeno de la Niña,Asignados,2018,5,131998520.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2018,31,601556340.0
TOLIMA,73,MI CASA YA,Asignados,2018,2554,52991644860.0
TOLIMA,73,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2018,1,15624840.0
TOLIMA,73,MI CASA YA,Renuncia con restitucion de subsidio,2018,2,39062100.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2018,32,640618440.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2018,2,92755740.0
TOLIMA,73,Programa Vivienda Gratuita Fase II,Asignados,2018,32,1674982848.0
TOLIMA,73,Bolsa Desplazados,Asignados,2019,3,62108700.0
TOLIMA,73,Bolsa Esfuerzo Territorial,Asignados,2019,4,49302900.0
TOLIMA,73,Fenómeno de la Niña,Asignados,2019,1,26399704.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2019,42,959677080.0
TOLIMA,73,MI CASA YA,Asignados,2019,1281,28805468240.0
TOLIMA,73,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2019,1,16562320.0
TOLIMA,73,MI CASA YA,Renuncia con restitucion de subsidio,2019,1,16562320.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2019,22,480307280.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2019,2,98542555.0
TOLIMA,73,Programa Vivienda Gratuita Fase II,Asignados,2019,93,5159990796.0
TOLIMA,73,Semillero de Propietarios Arriendo,Asignados,2019,109,1355425358.0
TOLIMA,73,Semillero de Propietarios Arriendo,Renuncias al subsidio,2019,1,9855073.0
TOLIMA,73,VIPA,Asignados,2019,5,124217400.0
TOLIMA,73,Bolsa Desplazados,Asignados,2020,1,13167045.0
TOLIMA,73,Casa Digna Vida Digna,Asignados,2020,343,3303441932.0
TOLIMA,73,Casa Digna Vida Digna,Renuncias al subsidio,2020,1,9708843.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2020,30,711020430.0
TOLIMA,73,MI CASA YA,Asignados,2020,2712,63333486450.0
TOLIMA,73,MI CASA YA,Renuncia con restitucion de subsidio,2020,2,52668180.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2020,47,1167477990.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2020,5,230142640.0
TOLIMA,73,Programa Vivienda Gratuita Fase II,Asignados,2020,87,3340123804.0
TOLIMA,73,Semillero de Propietarios Ahorro,Asignados,2020,1,5266818.0
TOLIMA,73,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2020,1,5266818.0
TOLIMA,73,Semillero de Propietarios Arriendo,Asignados,2020,229,2908072358.0
TOLIMA,73,Semillero de Propietarios Arriendo,Renuncias al subsidio,2020,3,38226276.0
TOLIMA,73,VIPA,Asignados,2020,11,273278280.0
TOLIMA,73,Bolsa Desplazados,Asignados,2021,2,54511560.0
TOLIMA,73,Casa Digna Vida Digna,Asignados,2021,544,5184320395.0
TOLIMA,73,Casa Digna Vida Digna,Perdida de ejecutoriedad de asignación de SFV,2021,1,9928735.0
TOLIMA,73,Casa Digna Vida Digna,Renuncias al subsidio,2021,9,85502583.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2021,28,679243890.0
TOLIMA,73,MI CASA YA,Asignados,2021,3713,83321140050.0
TOLIMA,73,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2021,1,18170520.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2021,33,758860620.0
TOLIMA,73,Programa Vivienda Gratuita Fase I,Asignados,2021,2,76137600.0
TOLIMA,73,Programa Vivienda Gratuita Fase II,Asignados,2021,75,4410960075.0
TOLIMA,73,Semillero de Propietarios Ahorro,Asignados,2021,6,32706936.0
TOLIMA,73,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2021,1,5451156.0
TOLIMA,73,Semillero de Propietarios Arriendo,Asignados,2021,447,5869854120.0
TOLIMA,73,Semillero de Propietarios Arriendo,Perdida de ejecutoriedad de asignación de SFV,2021,1,12139680.0
TOLIMA,73,Semillero de Propietarios Arriendo,Renuncias al subsidio,2021,7,91795812.0
TOLIMA,73,Bolsa Desplazados,Asignados,2022,2,30000000.0
TOLIMA,73,Casa Digna Vida Digna,Asignados,2022,567,6716733376.0
TOLIMA,73,Casa Digna Vida Digna,Perdida de ejecutoriedad de asignación de SFV,2022,1,11973851.0
TOLIMA,73,Casa Digna Vida Digna,Renuncias al subsidio,2022,1,11987799.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2022,59,1489937860.0
TOLIMA,73,MI CASA YA,Asignados,2022,3680,87796405940.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2022,21,560852600.0
TOLIMA,73,Programa Vivienda Gratuita Fase II,Asignados,2022,158,9629134381.0
TOLIMA,73,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2022,1,60871242.0
TOLIMA,73,Semillero de Propietarios Ahorro,Asignados,2022,11,66000000.0
TOLIMA,73,Semillero de Propietarios Arriendo,Asignados,2022,502,7447977024.0
TOLIMA,73,Semillero de Propietarios Arriendo,Renuncias al subsidio,2022,1,12275712.0
TOLIMA,73,VIPA,Asignados,2022,5,87963660.0
TOLIMA,73,Bolsa Desplazados,Asignados,2023,1,34800000.0
TOLIMA,73,Casa Digna Vida Digna,Asignados,2023,149,1781073423.0
TOLIMA,73,Casa Digna Vida Digna,Renuncias al subsidio,2023,1,11987831.0
TOLIMA,73,MI CASA YA,Apto con subsidio vencido,2023,58,1705200000.0
TOLIMA,73,MI CASA YA,Asignados,2023,3729,107021600000.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2023,35,1044000000.0
TOLIMA,73,Programa Vivienda Gratuita Fase II,Asignados,2023,66,4415871242.0
TOLIMA,73,Semillero de Propietarios Ahorro,Asignados,2023,2,13920000.0
TOLIMA,73,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2023,1,6960000.0
TOLIMA,73,Casa Digna Vida Digna,Asignados,2024,63,930720000.0
TOLIMA,73,MI CASA YA,Asignados,2024,2657,81835000000.0
TOLIMA,73,MI CASA YA,Renuncias al subsidio,2024,10,338000000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Asignados,2003,25,177675000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Restitución SFV por Indemnización,2003,95,675165000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,15,99890863.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Asignados,2003,617,4269831583.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2003,12,82091203.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2003,29,203000000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Apto con subsidio vencido,2003,138,918676000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Asignado sancionado,2003,2,10624000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Asignados,2003,1066,7618675000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2003,16,117415000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Renuncias al subsidio,2003,122,833623000.0
VALLE DEL CAUCA,76,Sin clasificación,Apto con subsidio vencido,2003,22,167992000.0
VALLE DEL CAUCA,76,Sin clasificación,Asignados,2003,21,160356000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2004,50,223750000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignados,2004,698,3871352326.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2004,2,8950000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Renuncias al subsidio,2004,2,8950000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Subsidio Revocado,2004,1,4475000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2004,2,14436642.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Asignados,2004,735,5262364656.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2004,1,7518000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Apto con subsidio vencido,2004,46,337298000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Asignados,2004,1103,8253690000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Pendiente de Sanción por Falsedad,2004,1,7518000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2004,13,97734000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Renuncias al subsidio,2004,20,146959000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Restitucion de subsidios no aplicados,2004,4,30072000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Restitución SFV por Indemnización,2004,57,428526000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Apto con subsidio vencido,2004,12,87710000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Asignados,2004,193,1424661000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2004,1,7518000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Renuncias al subsidio,2004,8,57638000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Restitucion de subsidios no aplicados,2004,1,7518000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Restitución SFV por Indemnización,2004,1,7518000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Subsidio Revocado,2004,1,7518000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2005,1,14907000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2005,8,35800000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignados,2005,246,1590357500.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Renuncia con restitucion de subsidio,2005,1,4475000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,31,242542900.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Asignados,2005,352,2661657083.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2005,39,312448500.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2005,6,48069000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2005,1,7518000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2005,8,64092000.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Apto con subsidio vencido,2005,38,298601900.18
VALLE DEL CAUCA,76,Bolsa Ordinaria,Asignados,2005,409,3251017021.3
VALLE DEL CAUCA,76,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2005,5,40057500.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Renuncias al subsidio,2005,2,16023000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Apto con subsidio vencido,2005,6,48069000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Asignados,2005,325,2603737500.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Renuncias al subsidio,2005,3,24034500.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Restitución SFV por Indemnización,2005,266,2131059000.0
VALLE DEL CAUCA,76,Subsidios en Especie y complementarios,Apto con subsidio vencido,2005,44,30416452.0
VALLE DEL CAUCA,76,Subsidios en Especie y complementarios,Asignados,2005,286,2291289000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,8,65761500.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Asignados,2006,1637,13380276000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2006,33,279405000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Renuncias al subsidio,2006,1,8568000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,20,170803500.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Apto con subsidio vencido,2006,2,20400000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2006,19,254991000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignados,2006,711,7256452192.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,7,94935000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Restitución SFV por Indemnización,2006,4,40800000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Subsidio Revocado,2006,2,14050000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,2,15800000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Asignados,2006,254,2008853200.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2006,1,8568000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2006,2,17136000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,54,459408000.0
VALLE DEL CAUCA,76,Programa Vivienda Gratuita Fase I,Asignados,2006,7,99642000.0
VALLE DEL CAUCA,76,Subsidios en Especie y complementarios,Apto con subsidio vencido,2006,2,1382566.0
VALLE DEL CAUCA,76,Subsidios en Especie y complementarios,Asignados,2006,1,8011500.0
VALLE DEL CAUCA,76,Bolsa Atentados terroristas,Asignados,2007,52,311407150.0
VALLE DEL CAUCA,76,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2007,1,2186000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Apto con subsidio vencido,2007,28,255015600.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Asignados,2007,433,3888045000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2007,8,72861600.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Restitución SFV por Indemnización,2007,20,171360000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2007,171,1556877000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Apto con subsidio vencido,2007,1,10842500.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,56,753502000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2007,5,27106250.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignados,2007,1119,10794577222.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2007,4,47434500.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,7,73184000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Restitución SFV por Indemnización,2007,20,216850000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Subsidio Revocado,2007,2,12874750.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2007,1,8568000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Asignados,2007,313,2746248804.48
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2007,1,8568800.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2007,49,426308400.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,11,96409200.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Asignados,2007,935,8011080000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Renuncia a la postulación,2007,1,8568000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Renuncias al subsidio,2007,1,8568000.0
VALLE DEL CAUCA,76,Bolsa unica Nacional,Restitución SFV por Vencimiento Vigencia,2007,30,257040000.0
VALLE DEL CAUCA,76,Bolsa Única Mejoramiento,Apto con subsidio vencido,2007,1,4987550.0
VALLE DEL CAUCA,76,Bolsa Única Mejoramiento,Asignados,2007,475,2355400454.0
VALLE DEL CAUCA,76,Bolsa Única Mejoramiento,Restitucion de subsidios no aplicados,2007,58,289277900.0
VALLE DEL CAUCA,76,Bolsa Única Mejoramiento,Restitución SFV por Vencimiento Vigencia,2007,3,14962650.0
VALLE DEL CAUCA,76,Programa Vivienda Gratuita Fase I,Asignados,2007,2,29814000.0
VALLE DEL CAUCA,76,Bolsa Atentados terroristas,Asignados,2008,9,67854260.0
VALLE DEL CAUCA,76,Bolsa Concejales,Apto con subsidio vencido,2008,1,10153000.0
VALLE DEL CAUCA,76,Bolsa Concejales,Asignados,2008,4,40612000.0
VALLE DEL CAUCA,76,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2008,1,10153000.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Apto con subsidio vencido,2008,6,54646200.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Asignados,2008,85,848370800.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2008,2,18215400.0
VALLE DEL CAUCA,76,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2008,35,332358400.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,14,183240000.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignado posteriormente beneficiario de Vivienda Gratuita,2008,3,17306250.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Asignados,2008,1173,9154900438.5
VALLE DEL CAUCA,76,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,1,11537500.0
VALLE DEL CAUCA,76,Bolsa Desplazados,Subsidio Revocado,2008,1,10842500.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2008,14,132358000.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Asignados,2008,352,2981307150.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2008,15,125543950.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2008,1,9107700.0
VALLE DEL CAUCA,76,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,3,22952700.0
VALLE DEL CAUCA,76,Bolsa Ordinaria,Apto con subsidio vencido,2008,1,9107700.0
